Order,PID,MS SubClass,MS Zoning,Lot Frontage, ,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Year,Rooms,,
388,526321122,22,RL,,9373,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,1Story,5,7,1975,1975,Gable,CompShg,HdBoard,HdBoard,BrkFace,161,TA,TA,CBlock,Gd,TA,Av,ALQ,1333,LwQ,168,122,1621,GasA,TA,Y,SBrkr,1621,2,2,1621,1,2,2,2,3,1,TA,7,Typ,2,Fa,Attchd,1975,RFn,2,478,TA,TA,Y,2,2,2,2,492,2,,,,2,6,2229,WD ,Normal,213222,1999 or older,7 rooms or more,,
389,526321122,22,RL,"78,00",2,12142,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1974,Hip,CompShg,Plywood,Plywood,BrkFace,196,TA,TA,CBlock,TA,TA,No,ALQ,888,Unf,2,228,1116,GasA,Ex,Y,SBrkr,1116,2,2,1116,1,2,2,2,3,1,TA,6,Typ,1,TA,Attchd,1974,RFn,2,528,TA,TA,Y,2,2,2,2,2,2,,GdWo,,2,4,2229,WD ,Normal,167922,1999 or older,6 rooms or less,
392,526321122,22,RL,"85,00",2,11252,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,CompShg,Plywood,Plywood,None,2,TA,TA,CBlock,TA,TA,No,ALQ,636,Unf,2,542,1176,GasA,Fa,Y,SBrkr,1193,2,2,1193,2,2,2,2,3,1,TA,5,Typ,1,TA,Attchd,1975,Unf,2,526,TA,TA,Y,42,2,2,2,2,2,,,,2,8,2229,WD ,Normal,158222,1999 or older,6 rooms or less,
391,526321122,22,RL,"78,00",2,12142,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174,TA,TA,CBlock,Gd,TA,No,Unf,2,Unf,2,1264,1264,GasA,TA,Y,SBrkr,1352,2,2,1352,2,2,2,2,3,1,TA,7,Typ,1,TA,Attchd,1974,RFn,2,478,TA,TA,Y,2,2,2,2,2,2,,MnPrv,,2,8,2229,WD ,Normal,165222,1999 or older,7 rooms or more,
392,526321122,82,RL,,12448,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,333,TA,TA,CBlock,TA,TA,No,Unf,2,Unf,2,689,689,GasA,TA,Y,SBrkr,1378,741,2,2119,2,2,2,1,3,1,TA,7,Typ,1,TA,Attchd,1972,RFn,2,583,TA,TA,Y,2,124,2,2,2,2,,GdPrv,,2,8,2229,COD,Abnorml,158222,1999 or older,7 rooms or more,,
393,526321122,92,RL,"62,00",2,9222,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,2,TA,TA,CBlock,Gd,TA,No,Unf,2,Unf,2,896,896,GasA,TA,Y,SBrkr,896,896,2,1792,2,2,2,2,4,2,TA,8,Typ,2,,,,,2,2,,,Y,32,45,2,2,2,2,,,,2,9,2229,WD ,Normal,136222,1999 or older,7 rooms or more,
394,526321122,22,RL,,8752,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,MetalSd,MetalSd,BrkFace,76,TA,TA,CBlock,TA,TA,No,BLQ,828,Unf,2,174,1222,GasA,TA,Y,SBrkr,1222,2,2,1222,1,2,1,2,3,1,TA,5,Typ,2,,Detchd,1973,Unf,2,922,TA,TA,Y,2,2,2,2,2,2,,MnPrv,,2,8,2229,WD ,Normal,148522,1999 or older,6 rooms or less,,
395,526321122,22,RL,"61,00",2,7932,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2225,Gable,CompShg,Plywood,Plywood,None,2,TA,TA,CBlock,TA,TA,No,GLQ,439,LwQ,472,115,1226,GasA,Gd,Y,SBrkr,1226,2,2,1226,1,2,1,2,3,1,Gd,5,Typ,2,,Detchd,1969,RFn,2,442,TA,TA,Y,171,48,2,2,2,2,,,,2,7,2229,WD ,Normal,156222,1999 or older,6 rooms or less,
396,526321122,22,RL,,7832,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,2,TA,TA,CBlock,TA,TA,No,Unf,2,Unf,2,1182,1182,GasA,TA,Y,SBrkr,1182,2,2,1182,2,2,1,1,2,1,TA,6,Typ,2,,Attchd,1972,RFn,2,477,TA,TA,Y,2,45,2,2,2,2,,,,2,3,2229,COD,Normal,128222,1999 or older,6 rooms or less,,
397,526321122,22,RL,,8512,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1971,1971,Gable,CompShg,Plywood,Plywood,BrkFace,178,TA,TA,CBlock,Gd,TA,No,ALQ,522,Unf,2,543,1243,GasA,Ex,Y,SBrkr,1252,2,2,1252,1,2,1,1,3,1,TA,6,Typ,2,,Attchd,1971,Unf,1,336,TA,TA,Y,2,2,2,2,2,2,,,,2,7,2229,WD ,Normal,143222,1999 or older,6 rooms or less,,
398,526321122,22,RL,"62,00",2,7238,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,2,TA,TA,CBlock,TA,TA,No,ALQ,726,Unf,2,138,864,GasA,TA,Y,SBrkr,864,2,2,864,1,2,1,2,3,1,TA,5,Typ,2,,Detchd,2221,Unf,2,576,TA,TA,Y,212,2,2,2,2,2,,GdPrv,,2,9,2229,WD ,Abnorml,76522,1999 or older,6 rooms or less,
399,526321122,22,RL,"62,00",2,6962,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,2,TA,TA,CBlock,TA,TA,No,ALQ,375,BLQ,239,252,864,GasA,TA,Y,SBrkr,864,2,2,864,2,2,1,2,3,1,Gd,5,Typ,2,,Detchd,1989,Unf,2,662,TA,TA,Y,96,2,2,2,2,2,,,Shed,522,11,2229,WD ,Normal,122522,1999 or older,6 rooms or less,
422,526321122,22,RL,"72,00",2,8122,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1972,1972,Gable,CompShg,MetalSd,MetalSd,None,2,TA,Gd,CBlock,TA,TA,No,ALQ,191,Unf,2,673,864,GasA,Ex,Y,SBrkr,864,2,2,864,2,2,1,2,3,1,TA,5,Typ,2,,Detchd,1994,Unf,2,463,TA,TA,Y,2,2,2,2,2,2,,,,2,7,2229,WD ,Normal,124522,1999 or older,6 rooms or less,
421,526321122,22,RL,"72,00",2,12522,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,2,TA,TA,CBlock,TA,TA,No,ALQ,524,LwQ,182,162,864,GasA,Gd,Y,SBrkr,864,2,2,864,2,2,1,2,2,1,TA,4,Typ,2,,Detchd,1989,Unf,2,576,TA,TA,Y,216,2,2,2,2,2,,,,2,3,2229,WD ,Abnorml,97222,1999 or older,6 rooms or less,
422,526321122,22,RL,"62,00",2,9222,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1971,2226,Gable,CompShg,VinylSd,VinylSd,None,2,TA,Gd,CBlock,TA,TA,No,ALQ,242,Unf,2,624,864,GasA,Gd,Y,SBrkr,864,2,2,864,2,2,1,2,3,1,TA,5,Typ,2,,Detchd,1986,Unf,2,576,TA,TA,Y,222,2,2,2,2,2,,GdWo,,2,7,2229,WD ,Normal,132222,1999 or older,6 rooms or less,
423,526321122,162,RM,"21,00",2,1682,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,524,TA,TA,CBlock,TA,TA,No,BLQ,254,Unf,2,229,483,GasA,TA,Y,SBrkr,483,524,2,987,1,2,1,1,2,1,TA,5,Typ,2,,Detchd,1973,Unf,1,264,TA,TA,Y,2,2,2,2,2,2,,,,2,7,2229,WD ,Normal,111222,1999 or older,6 rooms or less,
424,526321122,162,RM,"24,00",2,2368,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,312,TA,TA,CBlock,TA,TA,No,LwQ,765,Unf,2,2,765,GasA,TA,Y,SBrkr,765,622,2,1365,2,2,1,1,3,1,TA,7,Min1,2,,Attchd,1972,Unf,2,442,TA,TA,Y,2,36,2,2,2,2,,,,2,5,2229,WD ,Normal,125222,1999 or older,7 rooms or more,
425,526321122,162,RM,"21,00",2,1682,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,142,TA,TA,CBlock,TA,TA,No,Unf,2,Unf,2,632,632,GasA,TA,Y,SBrkr,632,672,2,1322,2,2,2,1,3,1,TA,6,Typ,2,,Detchd,1991,Unf,1,282,TA,TA,Y,2,2,2,2,2,2,,,,2,5,2229,COD,Abnorml,112222,1999 or older,6 rooms or less,
426,526321122,162,RM,"21,00",2,1682,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,425,TA,TA,CBlock,TA,TA,No,Rec,112,LwQ,294,79,483,GasA,TA,Y,SBrkr,483,524,2,987,1,2,1,1,2,1,TA,5,Typ,2,,Detchd,1972,Unf,1,288,TA,TA,Y,2,2,2,2,2,2,,,,2,7,2229,WD ,Normal,97222,1999 or older,6 rooms or less,
427,526321122,162,RM,"21,00",2,1682,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,8,1972,2227,Gable,CompShg,HdBoard,HdBoard,BrkFace,512,TA,TA,CBlock,TA,TA,No,ALQ,162,Unf,2,321,483,GasA,Gd,Y,SBrkr,483,524,2,987,2,2,1,1,2,1,Gd,5,Typ,2,,Detchd,1972,Unf,1,264,TA,TA,Y,252,2,2,2,2,2,,,,2,5,2229,WD ,Normal,118222,1999 or older,6 rooms or less,
428,526321122,162,RM,"21,00",2,1682,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,268,TA,TA,CBlock,TA,TA,No,ALQ,231,Unf,2,399,632,GasA,TA,Y,SBrkr,632,672,2,1322,2,2,2,1,3,1,TA,6,Typ,2,,Detchd,1972,Unf,1,264,TA,TA,Y,185,2,2,2,2,2,,,,2,2,2229,WD ,Normal,119522,1999 or older,6 rooms or less,
429,526321122,122,RL,,4928,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,1976,1976,Gable,CompShg,Plywood,Plywood,None,2,TA,TA,CBlock,Gd,TA,No,LwQ,958,Unf,2,2,958,GasA,TA,Y,SBrkr,958,2,2,958,2,2,2,2,2,1,TA,5,Typ,2,,Attchd,1976,RFn,2,442,TA,TA,Y,2,62,2,2,2,2,,,,2,12,2229,WD ,Normal,143752,1999 or older,6 rooms or less,,
412,526321122,162,RL,"24,00",2,2328,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,2,TA,TA,CBlock,Gd,TA,No,ALQ,326,Unf,2,498,824,GasA,TA,Y,SBrkr,824,744,2,1548,2,2,2,1,3,1,TA,7,Typ,1,TA,Detchd,1976,RFn,2,442,TA,TA,Y,128,2,2,2,2,2,,,,2,9,2229,WD ,Normal,146222,1999 or older,7 rooms or more,
411,526321122,162,RL,"24,00",2,2282,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,2,TA,TA,CBlock,Gd,TA,No,ALQ,566,Unf,2,289,855,GasA,TA,Y,SBrkr,855,621,2,1456,2,2,2,1,3,1,TA,7,Typ,1,TA,Attchd,1976,Unf,2,442,TA,TA,Y,87,2,2,2,2,2,,,,2,7,2229,WD ,Normal,148522,1999 or older,7 rooms or more,
412,526321122,122,RL,"24,00",2,2282,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,5,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,2,TA,TA,CBlock,Gd,TA,No,ALQ,435,LwQ,622,2,1257,GasA,TA,Y,SBrkr,1255,2,2,1255,2,1,2,2,2,1,TA,4,Typ,1,Fa,Attchd,1975,RFn,2,442,TA,TA,Y,2,27,2,2,2,2,,,,2,8,2229,WD ,Normal,123222,1999 or older,6 rooms or less,
413,526321122,162,RL,"24,00",2,2328,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1974,1974,Gable,CompShg,Plywood,Brk Cmn,None,2,TA,TA,CBlock,TA,TA,No,ALQ,257,Rec,495,123,855,GasA,TA,Y,SBrkr,855,467,2,1322,2,1,2,1,3,1,TA,6,Typ,1,Fa,Attchd,1974,Unf,2,442,TA,TA,Y,262,2,2,2,2,2,,,,2,6,2229,WD ,Normal,147222,1999 or older,6 rooms or less,
414,526321122,162,RL,"24,00",2,2349,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1977,1977,Gable,CompShg,Plywood,Brk Cmn,None,2,TA,TA,CBlock,Gd,TA,No,ALQ,389,Unf,2,466,855,GasA,TA,Y,SBrkr,855,621,2,1456,2,2,2,1,3,1,TA,6,Typ,1,TA,Attchd,1977,Unf,2,442,TA,TA,Y,2,28,2,2,2,2,,,,2,5,2229,WD ,Normal,137922,1999 or older,6 rooms or less,
415,526321122,162,RL,"24,00",2,2364,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,2,TA,TA,CBlock,Gd,TA,No,ALQ,322,Unf,2,484,824,GasA,TA,Y,SBrkr,824,744,2,1548,2,1,2,1,3,1,TA,7,Typ,1,TA,Detchd,1978,Unf,2,442,TA,TA,Y,128,2,2,2,2,2,,,,2,7,2229,WD ,Normal,147222,1999 or older,7 rooms or more,
416,526321122,162,RL,"24,00",2,2289,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,2,TA,TA,CBlock,TA,TA,No,ALQ,311,Unf,2,544,855,GasA,TA,Y,SBrkr,855,586,2,1441,2,2,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978,Unf,2,442,TA,TA,Y,28,2,2,2,2,2,,,,2,4,2229,WD ,Normal,148522,1999 or older,7 rooms or more,
417,526321122,162,RL,"24,00",2,2364,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,2,Gd,TA,CBlock,Gd,TA,No,ALQ,279,Unf,2,576,855,GasA,TA,Y,SBrkr,855,621,2,1456,2,2,2,1,3,1,TA,6,Typ,1,TA,Attchd,1978,Fin,2,442,TA,TA,Y,147,2,2,2,2,2,,,,2,4,2229,WD ,Normal,138222,1999 or older,6 rooms or less,
418,526321122,122,RL,"24,00",2,2124,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,7,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,2,TA,TA,CBlock,TA,TA,No,ALQ,536,Unf,2,322,836,GasA,TA,Y,SBrkr,836,2,2,836,2,1,1,2,2,1,TA,5,Typ,2,,Attchd,1976,Unf,1,345,TA,TA,Y,152,22,2,2,2,2,,,,2,12,2229,WD ,Normal,128522,1999 or older,6 rooms or less,
419,526321122,22,RL,"65,00",2,7152,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,62,TA,TA,CBlock,TA,TA,No,BLQ,432,Unf,2,462,892,GasA,TA,Y,SBrkr,892,2,2,892,2,2,1,2,3,1,TA,5,Typ,2,,Attchd,1967,RFn,1,288,TA,TA,Y,2,2,2,2,2,2,,GdWo,,2,7,2229,WD ,Normal,122222,1999 or older,6 rooms or less,
422,526321122,22,RL,,12712,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1966,2224,Hip,CompShg,HdBoard,HdBoard,BrkFace,165,Gd,TA,PConc,TA,TA,No,BLQ,644,Unf,2,222,864,GasA,Ex,Y,SBrkr,1122,2,2,1122,2,1,1,2,3,1,TA,5,Typ,1,TA,Attchd,1966,RFn,2,656,TA,TA,Y,2,162,2,2,2,2,,,Shed,1222,7,2229,WD ,Normal,148822,1999 or older,6 rooms or less,,
421,526321122,22,RL,"96,00",2,12456,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,12,5,2226,2227,Hip,CompShg,CemntBd,CmentBd,Stone,232,Ex,TA,PConc,Ex,TA,Gd,GLQ,1172,Unf,2,528,1722,GasA,Ex,Y,SBrkr,1718,2,2,1718,1,2,2,2,3,1,Ex,7,Typ,1,Gd,Attchd,2228,Fin,3,786,TA,TA,Y,216,48,2,2,2,2,,,,2,7,2229,WD ,Normal,337522,2222 or newer,7 rooms or more,
422,526321122,62,RL,"112,00",2,14257,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,Norm,1Fam,2Story,9,5,2227,2227,Hip,CompShg,VinylSd,VinylSd,Stone,726,Ex,TA,PConc,Ex,TA,No,GLQ,1362,Unf,2,416,1776,GasA,Ex,Y,SBrkr,1794,978,2,2772,1,2,3,1,4,1,Ex,12,Typ,3,Gd,BuiltIn,2227,Fin,3,754,TA,TA,Y,135,64,2,2,2,2,,,,2,6,2229,WD ,Normal,462222,2222 or newer,7 rooms or more,
423,526321122,62,RL,"124,00",2,13518,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2228,2229,Hip,CompShg,VinylSd,VinylSd,Stone,862,Ex,TA,PConc,Ex,TA,No,Unf,2,Unf,2,1926,1926,GasA,Ex,Y,SBrkr,1966,1174,2,3142,2,2,3,1,4,1,Ex,11,Typ,2,Gd,BuiltIn,2229,Fin,3,822,TA,TA,Y,144,78,2,2,2,2,,,,2,7,2229,New,Partial,485222,2222 or newer,7 rooms or more,
424,526321122,22,RL,"125,00",2,15431,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,12,5,2228,2228,Hip,CompShg,VinylSd,VinylSd,Stone,222,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767,ALQ,539,788,3294,GasA,Ex,Y,SBrkr,2422,2,2,2422,1,2,2,2,2,1,Ex,12,Typ,2,Gd,Attchd,2228,Fin,3,672,TA,TA,Y,2,72,2,2,172,2,,,,2,4,2229,WD ,Normal,555222,2222 or newer,7 rooms or more,
425,526321122,22,RL,"128,00",2,13173,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2226,2227,Hip,CompShg,VinylSd,VinylSd,Stone,322,Gd,TA,PConc,Ex,TA,No,GLQ,1572,Unf,2,82,1652,GasA,Ex,Y,SBrkr,1652,2,2,1652,1,2,2,2,2,1,Ex,6,Typ,2,Ex,Attchd,2226,Fin,2,842,TA,TA,Y,424,122,2,2,2,2,,,,2,11,2229,WD ,Normal,325222,2222 or newer,6 rooms or less,
426,526321122,22,RL,"112,00",2,14232,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2227,2227,Gable,CompShg,VinylSd,VinylSd,Stone,642,Gd,TA,PConc,Gd,TA,No,Unf,2,Unf,2,1566,1566,GasA,Ex,Y,SBrkr,1622,2,2,1622,2,2,2,2,3,1,Gd,7,Typ,1,Gd,Attchd,2227,RFn,3,892,TA,TA,Y,2,56,2,2,2,2,,,,2,7,2229,WD ,Normal,256322,2222 or newer,7 rooms or more,
427,526321122,22,RL,"98,00",2,12724,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2228,2229,Hip,CompShg,VinylSd,VinylSd,BrkFace,326,Ex,TA,PConc,Ex,TA,No,Unf,2,Unf,2,2242,2242,GasA,Ex,Y,SBrkr,2242,2,2,2242,2,2,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2229,RFn,3,1392,TA,TA,Y,2,92,2,2,2,2,,,,2,8,2229,New,Partial,253293,2222 or newer,7 rooms or more,
428,526321122,62,RL,"95,00",2,12352,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2229,2229,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Ex,TA,No,GLQ,986,Unf,2,379,1365,GasA,Ex,Y,SBrkr,1365,1325,2,2692,1,2,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2229,RFn,3,864,TA,TA,Y,2,197,2,2,2,2,,,,2,7,2229,New,Partial,398822,2222 or newer,7 rooms or more,
429,526321122,62,RL,"96,00",2,11328,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2228,2228,Gable,CompShg,VinylSd,VinylSd,Stone,154,Ex,TA,PConc,Ex,TA,Av,GLQ,936,Unf,2,168,1124,GasA,Ex,Y,SBrkr,1132,1254,2,2184,1,2,2,1,3,1,Ex,12,Typ,1,Gd,Attchd,2228,Fin,3,836,TA,TA,Y,2,122,2,2,2,2,,,,2,7,2229,WD ,Normal,335222,2222 or newer,7 rooms or more,
432,526321122,22,RL,"95,00",2,12352,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2228,2228,Hip,CompShg,VinylSd,VinylSd,Stone,452,Ex,TA,PConc,Ex,TA,Av,GLQ,1232,Unf,2,788,2222,GasA,Ex,Y,SBrkr,2222,2,2,2222,1,2,2,2,3,1,Ex,7,Typ,1,Gd,Attchd,2228,RFn,3,896,TA,TA,Y,192,98,2,2,2,2,,,,2,5,2229,WD ,Normal,424222,2222 or newer,7 rooms or more,
431,526321122,22,RL,"94,00",2,12222,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,12,5,2229,2229,Hip,CompShg,CemntBd,CmentBd,BrkFace,325,Ex,TA,CBlock,Ex,TA,No,GLQ,1436,Unf,2,572,2226,GasA,Ex,Y,SBrkr,2222,2,2,2222,1,2,2,1,3,1,Ex,9,Typ,1,Gd,Attchd,2229,Fin,3,922,TA,TA,Y,156,54,2,2,2,2,,,,2,9,2229,New,Partial,422861,2222 or newer,7 rooms or more,
432,526321122,62,RL,"97,00",2,13478,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,12,5,2228,2228,Gable,CompShg,CemntBd,CmentBd,Stone,422,Ex,TA,PConc,Ex,TA,Gd,GLQ,1338,Unf,2,384,1722,GasA,Ex,Y,SBrkr,1728,568,2,2296,1,2,2,1,3,1,Ex,12,Typ,1,Gd,BuiltIn,2228,RFn,3,842,TA,TA,Y,382,274,2,2,2,2,,,,2,6,2229,ConLI,Normal,451952,2222 or newer,7 rooms or more,
433,526321122,22,RL,"125,00",2,13693,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosA,PosA,1Fam,1Story,12,5,2227,2227,Hip,CompShg,VinylSd,VinylSd,Stone,472,Ex,TA,PConc,Ex,TA,Gd,GLQ,2288,Unf,2,342,2632,GasA,Ex,Y,SBrkr,2674,2,2,2674,2,2,2,1,2,1,Ex,8,Typ,2,Gd,Attchd,2227,Fin,3,762,TA,TA,Y,362,52,2,2,2,2,,,,2,3,2229,WD ,Normal,612222,2222 or newer,7 rooms or more,
434,526321122,62,RL,"127,00",2,13891,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2228,2229,Hip,CompShg,VinylSd,VinylSd,Stone,424,Ex,TA,PConc,Ex,TA,Gd,Unf,2,Unf,2,1734,1734,GasA,Ex,Y,SBrkr,1734,1288,2,2822,2,2,3,1,4,1,Ex,12,Typ,1,Gd,BuiltIn,2229,RFn,3,1222,TA,TA,Y,52,172,2,2,192,2,,,,2,1,2229,New,Partial,582933,2222 or newer,7 rooms or more,
435,526321122,22,RL,"95,00",2,11578,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2228,2228,Gable,CompShg,VinylSd,VinylSd,Stone,322,Ex,TA,PConc,Ex,TA,No,Unf,2,Unf,2,1736,1736,GasA,Ex,Y,SBrkr,1736,2,2,1736,2,2,2,2,3,1,Ex,7,Typ,1,Gd,Attchd,2228,RFn,3,834,TA,TA,Y,319,92,2,2,2,2,,,,2,7,2229,WD ,Normal,362222,2222 or newer,7 rooms or more,
436,526321122,22,RL,"129,00",2,16872,Pave,,IR1,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2224,2225,Hip,CompShg,VinylSd,VinylSd,BrkFace,238,Gd,TA,PConc,Ex,TA,Gd,GLQ,1531,Unf,2,251,1782,GasA,Ex,Y,SBrkr,1782,2,2,1782,1,2,2,2,3,1,Gd,7,Typ,2,Gd,Attchd,2224,Fin,3,932,TA,TA,Y,99,82,2,2,2,2,,,,2,4,2229,WD ,Normal,296222,2222 or newer,7 rooms or more,
